      484	2018-06-28 13:28:55	1	255	1	0
      461	2018-06-28 13:29:00	1	255	1	0
      459	2018-06-28 13:29:03	1	255	1	0
      462	2018-06-28 13:29:25	1	255	1	0
      436	2018-06-28 13:29:28	1	255	1	0
      427	2018-06-28 13:29:31	1	255	1	0
      212	2018-06-28 13:29:33	1	255	1	0
      098	2018-06-28 13:29:36	1	255	1	0
      315	2018-06-28 13:29:39	1	255	1	0
      017	2018-06-28 13:29:40	1	255	1	0
      500	2018-06-28 13:29:42	1	255	1	0
      202	2018-06-28 13:29:44	1	255	1	0
      328	2018-06-28 13:29:46	1	255	1	0
      016	2018-06-28 13:29:51	1	255	1	0
      446	2018-06-28 13:30:03	1	255	1	0
      201	2018-06-28 13:30:06	1	255	1	0
      054	2018-06-28 13:30:18	1	255	1	0
      521	2018-06-28 13:30:21	1	255	1	0
      513	2018-06-28 13:30:24	1	255	1	0
      318	2018-06-28 13:30:27	1	255	1	0
      004	2018-06-28 13:30:29	1	255	1	0
      548	2018-06-28 13:30:30	1	255	1	0
      499	2018-06-28 13:30:36	1	255	1	0
      490	2018-06-28 13:30:39	1	255	1	0
      498	2018-06-28 13:30:46	1	255	1	0
      542	2018-06-28 13:30:48	1	255	1	0
      145	2018-06-28 13:30:52	1	255	1	0
      400	2018-06-28 13:32:06	1	255	1	0
      425	2018-06-28 13:32:11	1	255	1	0
      012	2018-06-28 13:32:15	1	255	1	0
      443	2018-06-28 13:32:38	1	255	1	0
      543	2018-06-28 13:32:40	1	255	1	0
      502	2018-06-28 13:33:26	1	255	1	0
      242	2018-06-28 13:33:30	1	255	1	0
      350	2018-06-28 13:33:52	1	255	1	0
      297	2018-06-28 13:33:53	1	255	1	0
      138	2018-06-28 13:33:58	1	255	1	0
      356	2018-06-28 13:34:03	1	255	1	0
      135	2018-06-28 13:34:14	1	255	1	0
      435	2018-06-28 13:34:42	1	255	1	0
    17525	2018-06-28 13:34:45	1	255	1	0
      413	2018-06-28 13:34:51	1	255	1	0
      333	2018-06-28 13:34:56	1	255	1	0
      068	2018-06-28 13:34:58	1	255	1	0
      410	2018-06-28 13:35:01	1	255	1	0
      455	2018-06-28 13:35:20	1	255	1	0
      445	2018-06-28 13:35:22	1	255	1	0
      233	2018-06-28 13:35:25	1	255	1	0
      102	2018-06-28 13:35:26	1	255	1	0
      314	2018-06-28 13:35:29	1	255	1	0
      073	2018-06-28 13:35:31	1	255	1	0
      485	2018-06-28 13:35:34	1	255	1	0
      486	2018-06-28 13:35:36	1	255	1	0
      487	2018-06-28 13:35:53	1	255	1	0
      159	2018-06-28 13:36:03	1	255	1	0
      150	2018-06-28 13:36:24	1	255	1	0
      336	2018-06-28 13:36:26	1	255	1	0
      255	2018-06-28 13:36:30	1	255	1	0
      392	2018-06-28 13:36:34	1	255	1	0
      393	2018-06-28 13:36:37	1	255	1	0
      235	2018-06-28 13:36:39	1	255	1	0
      417	2018-06-28 13:36:42	1	255	1	0
      188	2018-06-28 13:36:44	1	255	1	0
      103	2018-06-28 13:36:45	1	255	1	0
      360	2018-06-28 13:36:47	1	255	1	0
      025	2018-06-28 13:36:50	1	255	1	0
      550	2018-06-28 13:36:52	1	255	1	0
      088	2018-06-28 13:36:54	1	255	1	0
      463	2018-06-28 13:36:56	1	255	1	0
      267	2018-06-28 13:36:58	1	255	1	0
      460	2018-06-28 13:37:00	1	255	1	0
      345	2018-06-28 13:37:02	1	255	1	0
      182	2018-06-28 13:37:06	1	255	1	0
      348	2018-06-28 13:37:08	1	255	1	0
      466	2018-06-28 13:37:11	1	255	1	0
      183	2018-06-28 13:37:13	1	255	1	0
      310	2018-06-28 13:37:15	1	255	1	0
      129	2018-06-28 13:37:18	1	255	1	0
      020	2018-06-28 13:37:20	1	255	1	0
      525	2018-06-28 13:37:22	1	255	1	0
      265	2018-06-28 13:37:24	1	255	1	0
      052	2018-06-28 13:37:28	1	255	1	0
      363	2018-06-28 13:37:31	1	255	1	0
      240	2018-06-28 13:37:34	1	255	1	0
      041	2018-06-28 13:37:36	1	255	1	0
      416	2018-06-28 13:37:40	1	255	1	0
      379	2018-06-28 13:37:42	1	255	1	0
      010	2018-06-28 13:37:45	1	255	1	0
      151	2018-06-28 13:37:47	1	255	1	0
      013	2018-06-28 13:37:50	1	255	1	0
      228	2018-06-28 13:37:52	1	255	1	0
      359	2018-06-28 13:37:56	1	255	1	0
      277	2018-06-28 13:37:59	1	255	1	0
      019	2018-06-28 13:38:02	1	255	1	0
      003	2018-06-28 13:38:05	1	255	1	0
      109	2018-06-28 13:38:07	1	255	1	0
      057	2018-06-28 13:38:10	1	255	1	0
      508	2018-06-28 13:38:18	1	255	1	0
      431	2018-06-28 13:38:21	1	255	1	0
      085	2018-06-28 13:38:24	1	255	1	0
      028	2018-06-28 13:38:26	1	255	1	0
      209	2018-06-28 13:38:29	1	255	1	0
      338	2018-06-28 13:38:32	1	255	1	0
      113	2018-06-28 13:38:37	1	255	1	0
      501	2018-06-28 13:38:40	1	255	1	0
      454	2018-06-28 13:38:43	1	255	1	0
      273	2018-06-28 13:38:47	1	255	1	0
      015	2018-06-28 13:38:51	1	255	1	0
      106	2018-06-28 13:38:53	1	255	1	0
      163	2018-06-28 13:39:03	1	255	1	0
      092	2018-06-28 13:39:06	1	255	1	0
      332	2018-06-28 13:39:08	1	255	1	0
      262	2018-06-28 13:39:11	1	255	1	0
      507	2018-06-28 13:39:20	1	255	1	0
      207	2018-06-28 13:39:27	1	255	1	0
      382	2018-06-28 13:39:35	1	255	1	0
      319	2018-06-28 13:39:38	1	255	1	0
      036	2018-06-28 13:39:43	1	255	1	0
      026	2018-06-28 13:40:02	1	255	1	0
      127	2018-06-28 13:40:04	1	255	1	0
      210	2018-06-28 13:40:06	1	255	1	0
      424	2018-06-28 13:40:09	1	255	1	0
      493	2018-06-28 13:40:11	1	255	1	0
      079	2018-06-28 13:40:12	1	255	1	0
      441	2018-06-28 13:40:16	1	255	1	0
      464	2018-06-28 13:40:18	1	255	1	0
      465	2018-06-28 13:40:20	1	255	1	0
      342	2018-06-28 13:40:25	1	255	1	0
      335	2018-06-28 13:40:28	1	255	1	0
      481	2018-06-28 13:40:32	1	255	1	0
      101	2018-06-28 13:40:34	1	255	1	0
      438	2018-06-28 13:40:36	1	255	1	0
      361	2018-06-28 13:40:38	1	255	1	0
      531	2018-06-28 13:40:40	1	255	1	0
      195	2018-06-28 13:40:43	1	255	1	0
      409	2018-06-28 13:40:45	1	255	1	0
      045	2018-06-28 13:40:46	1	255	1	0
      540	2018-06-28 13:40:52	1	255	1	0
      304	2018-06-28 13:40:55	1	255	1	0
      344	2018-06-28 13:41:06	1	255	1	0
      039	2018-06-28 13:41:08	1	255	1	0
      385	2018-06-28 13:41:14	1	255	1	0
      539	2018-06-28 13:41:16	1	255	1	0
      076	2018-06-28 13:41:18	1	255	1	0
      491	2018-06-28 13:41:20	1	255	1	0
      132	2018-06-28 13:41:36	1	255	1	0
      115	2018-06-28 13:42:04	1	255	1	0
      488	2018-06-28 13:42:06	1	255	1	0
      341	2018-06-28 13:42:11	1	255	1	0
      519	2018-06-28 13:42:13	1	255	1	0
      257	2018-06-28 13:42:17	1	255	1	0
      078	2018-06-28 13:42:20	1	255	1	0
      506	2018-06-28 13:42:22	1	255	1	0
      169	2018-06-28 13:42:25	1	255	1	0
      532	2018-06-28 13:42:26	1	255	1	0
      271	2018-06-28 13:42:28	1	255	1	0
      289	2018-06-28 13:42:31	1	255	1	0
      055	2018-06-28 13:42:35	1	255	1	0
      470	2018-06-28 13:42:38	1	255	1	0
      374	2018-06-28 13:42:41	1	255	1	0
    RY001	2018-06-28 13:42:44	1	255	1	0
      404	2018-06-28 13:42:47	1	255	1	0
      489	2018-06-28 13:42:49	1	255	1	0
      316	2018-06-28 13:42:51	1	255	1	0
      161	2018-06-28 13:42:54	1	255	1	0
      479	2018-06-28 13:43:09	1	255	1	0
      021	2018-06-28 13:43:13	1	255	1	0
      423	2018-06-28 13:43:15	1	255	1	0
      473	2018-06-28 13:43:19	1	255	1	0
      082	2018-06-28 13:43:23	1	255	1	0
      008	2018-06-28 13:43:26	1	255	1	0
      066	2018-06-28 13:43:28	1	255	1	0
      288	2018-06-28 13:43:30	1	255	1	0
      510	2018-06-28 13:43:33	1	255	1	0
      391	2018-06-28 13:43:35	1	255	1	0
      337	2018-06-28 13:43:41	1	255	1	0
      206	2018-06-28 13:43:43	1	255	1	0
      282	2018-06-28 13:43:46	1	255	1	0
      197	2018-06-28 13:43:49	1	255	1	0
      158	2018-06-28 13:43:52	1	255	1	0
      175	2018-06-28 13:43:57	1	255	1	0
      251	2018-06-28 13:44:05	1	255	1	0
      110	2018-06-28 13:44:07	1	255	1	0
      037	2018-06-28 13:44:10	1	255	1	0
      429	2018-06-28 13:44:13	1	255	1	0
      371	2018-06-28 13:44:17	1	255	1	0
      117	2018-06-28 13:44:19	1	255	1	0
      397	2018-06-28 13:44:23	1	255	1	0
      096	2018-06-28 13:44:26	1	255	1	0
      074	2018-06-28 13:44:34	1	255	1	0
      458	2018-06-28 13:44:37	1	255	1	0
      042	2018-06-28 13:44:40	1	255	1	0
      362	2018-06-28 13:44:43	1	255	1	0
      179	2018-06-28 13:44:46	1	255	1	0
      426	2018-06-28 13:44:48	1	255	1	0
      249	2018-06-28 13:44:51	1	255	1	0
      403	2018-06-28 13:44:54	1	255	1	0
      372	2018-06-28 13:44:58	1	255	1	0
      062	2018-06-28 13:45:02	1	255	1	0
      408	2018-06-28 13:45:05	1	255	1	0
      114	2018-06-28 13:45:09	1	255	1	0
      156	2018-06-28 13:45:12	1	255	1	0
      022	2018-06-28 13:45:14	1	255	1	0
      418	2018-06-28 13:45:17	1	255	1	0
      518	2018-06-28 13:45:20	1	255	1	0
      405	2018-06-28 13:45:22	1	255	1	0
S17225324	2018-06-28 13:45:24	1	255	1	0
      048	2018-06-28 13:45:27	1	255	1	0
      352	2018-06-28 13:45:31	1	255	1	0
      281	2018-06-28 13:45:37	1	255	1	0
      406	2018-06-28 13:45:40	1	255	1	0
      373	2018-06-28 13:45:42	1	255	1	0
      266	2018-06-28 13:45:44	1	255	1	0
      072	2018-06-28 13:45:47	1	255	1	0
      386	2018-06-28 13:45:50	1	255	1	0
      142	2018-06-28 13:45:52	1	255	1	0
      219	2018-06-28 13:45:54	1	255	1	0
      155	2018-06-28 13:45:56	1	255	1	0
      447	2018-06-28 13:45:59	1	255	1	0
      137	2018-06-28 13:46:05	1	255	1	0
      230	2018-06-28 13:46:09	1	255	1	0
      264	2018-06-28 13:46:12	1	255	1	0
      043	2018-06-28 13:46:18	1	255	1	0
      050	2018-06-28 13:46:21	1	255	1	0
      220	2018-06-28 13:46:23	1	255	1	0
      136	2018-06-28 13:46:28	1	255	1	0
      420	2018-06-28 13:46:31	1	255	1	0
      320	2018-06-28 13:46:34	1	255	1	0
      031	2018-06-28 13:46:36	1	255	1	0
      411	2018-06-28 13:46:39	1	255	1	0
      300	2018-06-28 13:46:41	1	255	1	0
      032	2018-06-28 13:46:43	1	255	1	0
      414	2018-06-28 13:46:45	1	255	1	0
      321	2018-06-28 13:46:51	1	255	1	0
      476	2018-06-28 13:46:53	1	255	1	0
      094	2018-06-28 13:46:56	1	255	1	0
      357	2018-06-28 13:46:59	1	255	1	0
      377	2018-06-28 13:47:02	1	255	1	0
      287	2018-06-28 13:47:04	1	255	1	0
      018	2018-06-28 13:47:06	1	255	1	0
      516	2018-06-28 13:47:08	1	255	1	0
      119	2018-06-28 13:47:11	1	255	1	0
      353	2018-06-28 13:47:13	1	255	1	0
      044	2018-06-28 13:47:16	1	255	1	0
      254	2018-06-28 13:47:19	1	255	1	0
      261	2018-06-28 13:47:21	1	255	1	0
      023	2018-06-28 13:47:25	1	255	1	0
      452	2018-06-28 13:47:29	1	255	1	0
      190	2018-06-28 13:47:32	1	255	1	0
      177	2018-06-28 13:47:35	1	255	1	0
      236	2018-06-28 13:47:39	1	255	1	0
      275	2018-06-28 13:47:42	1	255	1	0
      280	2018-06-28 13:47:44	1	255	1	0
      089	2018-06-28 13:47:47	1	255	1	0
      346	2018-06-28 13:47:50	1	255	1	0
      390	2018-06-28 13:47:54	1	255	1	0
      544	2018-06-28 13:47:55	1	255	1	0
      453	2018-06-28 13:47:57	1	255	1	0
      395	2018-06-28 13:48:00	1	255	1	0
      308	2018-06-28 13:48:03	1	255	1	0
      415	2018-06-28 13:48:05	1	255	1	0
      515	2018-06-28 13:48:08	1	255	1	0
      327	2018-06-28 13:48:11	1	255	1	0
      407	2018-06-28 13:48:13	1	255	1	0
      364	2018-06-28 13:48:18	1	255	1	0
      237	2018-06-28 13:48:20	1	255	1	0
      077	2018-06-28 13:48:33	1	255	1	0
      439	2018-06-28 13:48:35	1	255	1	0
      394	2018-06-28 13:48:40	1	255	1	0
      125	2018-06-28 13:48:54	1	255	1	0
    16219	2018-06-28 13:49:01	1	255	1	0
      049	2018-06-28 13:49:08	1	255	1	0
      325	2018-06-28 13:49:12	1	255	1	0
      533	2018-06-28 13:49:17	1	255	1	0
      239	2018-06-28 13:49:20	1	255	1	0
      100	2018-06-28 13:49:23	1	255	1	0
      367	2018-06-28 13:49:27	1	255	1	0
      347	2018-06-28 13:49:29	1	255	1	0
      139	2018-06-28 13:49:33	1	255	1	0
      450	2018-06-28 13:49:36	1	255	1	0
      011	2018-06-28 13:49:39	1	255	1	0
      040	2018-06-28 13:49:41	1	255	1	0
      549	2018-06-28 13:49:44	1	255	1	0
      200	2018-06-28 13:49:47	1	255	1	0
      396	2018-06-28 13:49:50	1	255	1	0
    16437	2018-06-28 13:49:52	1	255	1	0
      283	2018-06-28 13:49:55	1	255	1	0
      295	2018-06-28 13:49:58	1	255	1	0
      329	2018-06-28 13:50:00	1	255	1	0
      368	2018-06-28 13:50:02	1	255	1	0
      167	2018-06-28 13:50:05	1	255	1	0
      263	2018-06-28 13:50:09	1	255	1	0
      160	2018-06-28 13:50:12	1	255	1	0
      497	2018-06-28 13:50:15	1	255	1	0
      351	2018-06-28 13:50:19	1	255	1	0
      469	2018-06-28 13:50:22	1	255	1	0
      067	2018-06-28 13:50:25	1	255	1	0
      444	2018-06-28 13:50:29	1	255	1	0
      292	2018-06-28 13:50:32	1	255	1	0
      538	2018-06-28 13:50:45	1	255	1	0
      296	2018-06-28 13:50:54	1	255	1	0
      234	2018-06-28 13:51:07	1	255	1	0
      537	2018-06-28 13:51:09	1	255	1	0
      529	2018-06-28 13:51:12	1	255	1	0
      090	2018-06-28 13:51:15	1	255	1	0
      005	2018-06-28 13:51:18	1	255	1	0
      131	2018-06-28 13:51:21	1	255	1	0
      398	2018-06-28 13:51:25	1	255	1	0
      118	2018-06-28 13:51:27	1	255	1	0
      526	2018-06-28 13:51:30	1	255	1	0
      534	2018-06-28 13:51:35	1	255	1	0
      070	2018-06-28 13:51:37	1	255	1	0
      205	2018-06-28 13:51:40	1	255	1	0
      380	2018-06-28 13:51:43	1	255	1	0
      091	2018-06-28 13:51:45	1	255	1	0
      365	2018-06-28 13:51:47	1	255	1	0
      384	2018-06-28 13:51:50	1	255	1	0
      253	2018-06-28 13:51:55	1	255	1	0
      305	2018-06-28 13:51:57	1	255	1	0
      286	2018-06-28 13:52:00	1	255	1	0
      376	2018-06-28 13:52:03	1	255	1	0
      626	2018-06-28 13:52:07	1	255	1	0
      093	2018-06-28 13:52:10	1	255	1	0
      247	2018-06-28 13:52:12	1	255	1	0
      171	2018-06-28 13:52:16	1	255	1	0
      306	2018-06-28 13:52:20	1	255	1	0
      080	2018-06-28 13:52:23	1	255	1	0
      133	2018-06-28 13:52:26	1	255	1	0
      046	2018-06-28 13:52:33	1	255	1	0
      215	2018-06-28 13:52:37	1	255	1	0
      087	2018-06-28 13:52:39	1	255	1	0
      369	2018-06-28 13:52:42	1	255	1	0
      258	2018-06-28 13:52:48	1	255	1	0
      354	2018-06-28 13:52:52	1	255	1	0
      181	2018-06-28 13:52:55	1	255	1	0
      270	2018-06-28 13:52:58	1	255	1	0
      480	2018-06-28 13:53:00	1	255	1	0
      472	2018-06-28 13:53:02	1	255	1	0
      256	2018-06-28 13:53:04	1	255	1	0
      147	2018-06-28 13:53:06	1	255	1	0
      223	2018-06-28 13:53:08	1	255	1	0
      419	2018-06-28 13:53:12	1	255	1	0
      030	2018-06-28 13:53:15	1	255	1	0
      116	2018-06-28 13:53:18	1	255	1	0
      323	2018-06-28 13:53:21	1	255	1	0
